SIN(s),SERVICE PROPOSED (e.g. Job Title/Task),MINIMUM EDUCATION/ CERTIFICATION LEVEL,MINIMUM YEARS OF EXPERIENCE,"UNIT OF ISSUE (e.g. Hour, Task, Sq ft)",PRICE OFFERED TO GSA (including IFF),CONTRACT NUMBER,VENDOR NAME,BUSINESS SIZE,SCHEDULE,WORKSITE,CURRENT CONTRACT YEAR,CONTRACT START DATE,CONTRACT END DATE
132-51,Sofware Test Engineer I,Bachelors,8,Hour,0.75%,GS-35F-151CA,QUALITY ORIENTED SOLUTIONS INC.,s,IT Schedule 70,customer,1,1/25/15,1/26/20
132-51,Sofware Test Engineer II,Bachelors,5,Hour,0.75%,GS-35F-151CA,QUALITY ORIENTED SOLUTIONS INC.,s,IT Schedule 70,customer,1,1/25/15,1/26/20
132-51,IT Project Manager,Bachelors Degree,8,Hour,$128.41 ,GS-35F-153CA,"FOURTH TECHNOLOGIES, INC.",S,IT Schedule 70,Customer,1,1/28/15,1/27/20
132-51,Business System Analyst,Bachelors Degree,7,Hour,$98.74 ,GS-35F-153CA,"FOURTH TECHNOLOGIES, INC.",S,IT Schedule 70,Customer,1,1/28/15,1/27/20
132-51,Software Quality Assurance Engineer,Bachelors Degree,5,Hour,$63.19 ,GS-35F-153CA,"FOURTH TECHNOLOGIES, INC.",S,IT Schedule 70,Customer,1,1/28/15,1/27/20
132-51,Networking and Systems Administrator,Bachelors Degree,6,Hour,$76.03 ,GS-35F-153CA,"FOURTH TECHNOLOGIES, INC.",S,IT Schedule 70,Customer,1,1/28/15,1/27/20
132-51,Database Administrator,Bachelors Degree,6,Hour,$93.80 ,GS-35F-153CA,"FOURTH TECHNOLOGIES, INC.",S,IT Schedule 70,Customer,1,1/28/15,1/27/20
132-51,Computer Systems Analysts,Bachelors Degree,10,Hour,$143.83 ,GS-35F-153CA,"FOURTH TECHNOLOGIES, INC.",S,IT Schedule 70,Customer,1,1/28/15,1/27/20
132-51,Software Developer,Bachelors Degree,5,Hour,$74.06 ,GS-35F-153CA,"FOURTH TECHNOLOGIES, INC.",S,IT Schedule 70,Customer,1,1/28/15,1/27/20
132-51,Computer systems Engineer,Bachelors Degree,9,Hour,$138.24 ,GS-35F-153CA,"FOURTH TECHNOLOGIES, INC.",S,IT Schedule 70,Customer,1,1/28/15,1/27/20
132-51,Computer Programmer,Bachelors Degree,3,Hour,$59.24 ,GS-35F-153CA,"FOURTH TECHNOLOGIES, INC.",S,IT Schedule 70,Customer,1,1/28/15,1/27/20
132-51,Data Warehousing Specialist,Bachelors Degree,7,Hour,$67.14 ,GS-35F-153CA,"FOURTH TECHNOLOGIES, INC.",S,IT Schedule 70,Customer,1,1/28/15,1/27/20
132-51,Virtualization Consultant,Bachelor's Degree,4,Hour,$106.40 ,GS-35F-157CA,E-INFOSOL LLC,s,IT Schedule 70,customer,1,1/28/15,1/29/20
132-51,Lead Security Analyst,Bachelor's Degree,6,Hour,$96.73 ,GS-35F-157CA,E-INFOSOL LLC,s,IT Schedule 70,customer,1,1/28/15,1/29/20
132-51,Sr. Software Developer,Bachelors,4,Per Hour,$73.30 ,GS-35F-141CA,PRO-TEK CONSULTING,S,IT Schedule 70,Customer,1,1/30/15,1/31/20
132-51,Data Analyst/Modler,Bachelors,3,Per Hour,$63.53 ,GS-35F-141CA,PRO-TEK CONSULTING,S,IT Schedule 70,Customer,1,1/30/15,1/31/20
132-51,Sr. Systems Analyst,Bachelors,3,Per Hour,$58.64 ,GS-35F-141CA,PRO-TEK CONSULTING,S,IT Schedule 70,Customer,1,1/30/15,1/31/20
132-51,Sr. Middleware Developer,Masters,2,Per Hour,$73.30 ,GS-35F-141CA,PRO-TEK CONSULTING,S,IT Schedule 70,Customer,1,1/30/15,1/31/20
132-51,Sr. Business Analyst,Bachelors,4,Per Hour,$53.75 ,GS-35F-141CA,PRO-TEK CONSULTING,S,IT Schedule 70,Customer,1,1/30/15,1/31/20
132-51,Sr. Quality Analyst,Bachelors,3,Per Hour,$76.23 ,GS-35F-141CA,PRO-TEK CONSULTING,S,IT Schedule 70,Customer,1,1/30/15,1/31/20
132-51,Sr. System Administrator,Bachelors,4,Per Hour,$68.41 ,GS-35F-141CA,PRO-TEK CONSULTING,S,IT Schedule 70,Customer,1,1/30/15,1/31/20
132-51,Sr. Project Manager,Masters,2,Per Hour,$93.82 ,GS-35F-141CA,PRO-TEK CONSULTING,S,IT Schedule 70,Customer,1,1/30/15,1/31/20
132-51,Sr. Mobile Application Developer,Bachelors,3,Per Hour,$73.30 ,GS-35F-141CA,PRO-TEK CONSULTING,S,IT Schedule 70,Customer,1,1/30/15,1/31/20
132-51,Sr.BI (Business Intelligence) Developer,Bachelors,5,Per Hour,$58.64 ,GS-35F-141CA,PRO-TEK CONSULTING,S,IT Schedule 70,Customer,1,1/30/15,1/31/20
132-51,Sr. Enterprise Architect,Masters,3,Per Hour,$103.60 ,GS-35F-141CA,PRO-TEK CONSULTING,S,IT Schedule 70,Customer,1,1/30/15,1/31/20
132-51,Solution Architect,Bachelor's Degree,5,Hour,$167.51 ,GS-35F-166CA,GRAVITY PRO CONSULTING LLC,s,IT Schedule 70,Customer,1,2/2/15,2/3/20
132-51,Senior Software Engineer,Bachelor’s,5,Hour,$93.70 ,GS-35F-171CA,MICROSAN CONSULTANCY SERVICES,S,IT Schedule 70,Customer,1,2/5/15,2/4/20
132-51,Software Engineer,Bachelor’s,3,Hour,$79.65 ,GS-35F-171CA,MICROSAN CONSULTANCY SERVICES,S,IT Schedule 70,Customer,1,2/5/15,2/4/20
132-51,Product Manager,Bachelor’s,7,Hour,$84.33 ,GS-35F-171CA,MICROSAN CONSULTANCY SERVICES,S,IT Schedule 70,Customer,1,2/5/15,2/4/20
132-51,User Experience Designer,Bachelor’s,5,Hour,$63.72 ,GS-35F-171CA,MICROSAN CONSULTANCY SERVICES,S,IT Schedule 70,Customer,1,2/5/15,2/4/20
132-51,Senior Content Editor,Bachelor’s,7,Hour,$74.96 ,GS-35F-171CA,MICROSAN CONSULTANCY SERVICES,S,IT Schedule 70,Customer,1,2/5/15,2/4/20
132-51,Senior BI Lead/Data Scientist,Bachelor’s,8,Hour,$84.33 ,GS-35F-171CA,MICROSAN CONSULTANCY SERVICES,S,IT Schedule 70,Customer,1,2/5/15,2/4/20
132-51,Technical/ Systems Architect,Bachelor's,10,Hour,$119.70 ,GS-35F-184CA,IT OBJECTS LLC,S,IT Schedule 70,Customer,1,1/23/15,2/10/20
132-51,Project Manager,Bachelor's,10,Hour,$114.71 ,GS-35F-184CA,IT OBJECTS LLC,S,IT Schedule 70,Customer,1,1/23/15,2/10/20
132-51,Senior Engineer/Analyst,Bachelor's,9,Hour,$102.74 ,GS-35F-184CA,IT OBJECTS LLC,S,IT Schedule 70,Customer,1,1/23/15,2/10/20
132-51,Engineer/Analyst,Bachelor's,5,Hour,$101.74 ,GS-35F-184CA,IT OBJECTS LLC,S,IT Schedule 70,Customer,1,1/23/15,2/10/20
132-51,Junior Engineer/Analyst,Bachelor's,2,Hour,$85.78 ,GS-35F-184CA,IT OBJECTS LLC,S,IT Schedule 70,Customer,1,1/23/15,2/10/20
132-51,Senior ERP Analyst,Bachelor's,9,Hour,$129.67 ,GS-35F-184CA,IT OBJECTS LLC,S,IT Schedule 70,Customer,1,1/23/15,2/10/20
132-51,ERP Analyst,Bachelor's,6,Hour,$114.71 ,GS-35F-184CA,IT OBJECTS LLC,S,IT Schedule 70,Customer,1,1/23/15,2/10/20
132-51,Senior Database Specialist,Bachelor's,10,Hour,$97.75 ,GS-35F-184CA,IT OBJECTS LLC,S,IT Schedule 70,Customer,1,1/23/15,2/10/20
132-51,Database Specialist,Bachelor's,6,Hour,$89.77 ,GS-35F-184CA,IT OBJECTS LLC,S,IT Schedule 70,Customer,1,1/23/15,2/10/20
132-51,Senior Functional Analyst,Bachelor's,8,Hour,$99.75 ,GS-35F-184CA,IT OBJECTS LLC,S,IT Schedule 70,Customer,1,1/23/15,2/10/20
132-51,Functional Analyst,Bachelor's,6,Hour,$94.76 ,GS-35F-184CA,IT OBJECTS LLC,S,IT Schedule 70,Customer,1,1/23/15,2/10/20
132-51,Subject Matter Expert,Bachelor's,10,Hour,$144.63 ,GS-35F-184CA,IT OBJECTS LLC,S,IT Schedule 70,Customer,1,1/23/15,2/10/20
132-51,Information Assurance Specialist,Bachelors,8,Hour,N/A,GS-35F-180CA,PRINCIPAL ADVISORS CORPORATION,S,IT Schedule 70,Both,1,2/10/15,2/12/20
132-51,Administrative/Clerical I,High School Diploma,1,Hour,$44.49 ,GS-35F-208CA,"DYNAVET SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,2/27/15,2/26/20
132-51,Administrative/Clerical II,Associate's Degree,2,Hour,$62.11 ,GS-35F-208CA,"DYNAVET SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,2/27/15,2/26/20
132-51,Applications Developer I,Bachelor's Degree,1,Hour,$97.33 ,GS-35F-208CA,"DYNAVET SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,2/27/15,2/26/20
132-51,Applications Developer II,Bachelor's Degree,3,Hour,$105.67 ,GS-35F-208CA,"DYNAVET SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,2/27/15,2/26/20
132-51,Applications Developer III,Bachelor's Degree,5,Hour,$121.43 ,GS-35F-208CA,"DYNAVET SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,2/27/15,2/26/20
132-51,Network Specialist I,Bachelor's Degree,1,Hour,$101.96 ,GS-35F-208CA,"DYNAVET SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,2/27/15,2/26/20
132-51,Network Specialist II,Bachelor's Degree,3,Hour,$108.45 ,GS-35F-208CA,"DYNAVET SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,2/27/15,2/26/20
132-51,Project Manager I,Bachelor's Degree,5,Hour,$133.48 ,GS-35F-208CA,"DYNAVET SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,2/27/15,2/26/20
132-51,Subject Matter Expert I,Bachelor's Degree,5,Hour,$133.48 ,GS-35F-208CA,"DYNAVET SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,2/27/15,2/26/20
132-51,Technical Writer I,Associate's Degree,2,Hour,$101.04 ,GS-35F-208CA,"DYNAVET SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,2/27/15,2/26/20
132-51,Technical Director I,Ph.D.,15 years,Hour,$230.30 ,GS-35F-237CA,"KADSCI, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/11/20
132-51,Technical Director II,Ph.D.,10 years,Hour,$208.34 ,GS-35F-237CA,"KADSCI, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/11/20
132-51,Senior IT Analyst,Master’s,5 years,Hour,$194.52 ,GS-35F-237CA,"KADSCI, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/11/20
132-51,IT Analyst,Bachelor’s,0,Hour,$153.05 ,GS-35F-237CA,"KADSCI, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/11/20
132-51,Executive Systems Engineer,Ph.D.,15 years,Hour,$204.39 ,GS-35F-237CA,"KADSCI, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/11/20
132-51,Principal Systems Engineer,Ph.D.,10 years,Hour,$172.80 ,GS-35F-237CA,"KADSCI, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/11/20
132-51,Senior Systems Engineer,Master’s,5 years,Hour,$153.21 ,GS-35F-237CA,"KADSCI, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/11/20
132-51,Senior Software Developer,Master’s,5 years,Hour,$138.24 ,GS-35F-237CA,"KADSCI, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/11/20
132-51,Software Developer,Bachelor’s,0,Hour,$97.46 ,GS-35F-237CA,"KADSCI, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/11/20
132-51,Project Administrator,Bachelor’s,0,Hour,$96.77 ,GS-35F-237CA,"KADSCI, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/11/20
132-51,Engineer/Scientist 2,Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,Engineer/Scientist 5,Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,Jr. Management Analyst,Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,Management Analyst 2,Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,Management Analyst 3,Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,Mngmt Program Tech 1,Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,Project Analyst,Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,Project Lead,Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,Project Manager,Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,Subject Matter Expert 1,Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
1,Subject Matter Expert 2,Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,Subject Matter Expert 3,Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,Subject Mattter Expert 4,Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,Tech Analyst 2,Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,Admin Assistant I (SCA),Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,Admin Assistant II (SCA),Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,Secretary III (SCA),Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,Word Processor 3 (SCA),Bachelors,3,Hour,$82.23 ,GS-35F-243CA,"ATHENA CONSULTING GROUP, LLC",S,IT Schedule 70,Customer,1,3/12/15,3/12/20
132-51,CSO,Master's Degree,10,Hour,$161.20 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,SISSM,Bachelor's Degree,7,Hour,$136.01 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,SCFE,Bachelor's Degree,5,Hour,$130.98 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,SISA,Bachelor's Degree,3,Hour,$136.01 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,SDSA,Bachelor's Degree,5,Hour,$120.90 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,SS/NSA,Bachelor's Degree,10,Hour,$115.86 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,SPT,Bachelor's Degree,10,Hour,$100.75 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,CISSP,Bachelor's Degree,5,Hour,$92.04 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,SM,Bachelor's Degree,7,Hour,$87.19 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,NSE,Bachelor's Degree,1,Hour,$86.22 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,CEH,Bachelor's Degree,5,Hour,$70.53 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,ISSTW,Bachelor's Degree,3,Hour,$62.77 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,Internet Security Engineer III,Bachelor's Degree,1,Hour,$86.22 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,Information Assurance SME,Bachelor's Degree,6,Hour,$101.76 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,Systems Analyst,Bachelor's Degree,2,Hour,$90.68 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,Senior Applications Engineer,Bachelor's Degree,7,Hour,$133.52 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,Senior Database Manager,Bachelor's Degree,6,Hour,$104.31 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,Information Assurance Engineer,Bachelor's Degree,6,Hour,$115.86 ,GS-35F-233CA,"PEREGRINE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,3/13/15,3/12/20
132-51,Sr. System Engineer,Bachelor's,8 years,Hour,$140.58 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Sr. Analyst,Bachelor's,10 years,Hour,$136.39 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Chief Engineer,Master's,10 years,Hour,$133.27 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Program Manager,Bachelor's,10 years,Hour,$139.07 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,System Engineer,Bachelor's,10 years,Hour,$126.13 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Task Lead,Bachelor's,7 years,Hour,$122.23 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Software Engineer,Master's,7 years,Hour,$124.42 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Engineer,Bachelor's,10 years,Hour,$118.91 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Sr. IT Analyst I,Bachelor's,8 years,Hour,$103.81 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Program Analyst II,Bachelor's,5 years,Hour,$98.42 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Systems Analyst,Bachelor's,10 years,Hour,$94.89 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Technical Writer,Bachelor's,4 years,Hour,$89.59 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Sr. Analyst II,Bachelor's,7 years,Hour,$91.80 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Budget Analyst,Bachelor's,4 years,Hour,$88.01 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Web Developer,Bachelor's,6 years,Hour,$80.99 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Business Analyst/Administrative Assistant,Bachelor’s,4 years,Hour,$76.23 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Program Analyst I,Bachelor’s,5 years,Hour,$70.79 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Jr. Systems Analyst,Bachelor’s,N/A,Hour,$65.93 ,GS-35F-252CA,JMA SOLUTIONS LLC,S,IT Schedule 70,Customer,1,3/20/15,3/19/20
132-51,Senior Subject Matter Expert,Master’s,N/A,Hour,$265.76 ,GS-35F-277CA,"DELTA SOLUTIONS & STRATEGIES, LLC",S,IT Schedule 70,Customer,1,4/2/15,4/1/20
132-51,Senior Consultant,Master’s,10 years,Hour,$252.82 ,GS-35F-277CA,"DELTA SOLUTIONS & STRATEGIES, LLC",S,IT Schedule 70,Customer,1,4/2/15,4/1/20
132-51,Senior Technical Expert,PhD,15 years,Hour,$226.06 ,GS-35F-277CA,"DELTA SOLUTIONS & STRATEGIES, LLC",S,IT Schedule 70,Customer,1,4/2/15,4/1/20
132-51,Consultant,Bachelor’s,7 years,Hour,$167.91 ,GS-35F-277CA,"DELTA SOLUTIONS & STRATEGIES, LLC",S,IT Schedule 70,Customer,1,4/2/15,4/1/20
132-51,Program Manager,Bachelor’s,10 years,Hour,$146.18 ,GS-35F-277CA,"DELTA SOLUTIONS & STRATEGIES, LLC",S,IT Schedule 70,Customer,1,4/2/15,4/1/20
132-51,Project Leader,Bachelor’s,7 years,Hour,$126.24 ,GS-35F-277CA,"DELTA SOLUTIONS & STRATEGIES, LLC",S,IT Schedule 70,Customer,1,4/2/15,4/1/20
132-51,Business Process Improvement Specialist,Bachelor’s,6 years,Hour,$126.24 ,GS-35F-277CA,"DELTA SOLUTIONS & STRATEGIES, LLC",S,IT Schedule 70,Customer,1,4/2/15,4/1/20
132-51,Senior Training and Integration Specialist,Master’s,10 years,Hour,$116.38 ,GS-35F-277CA,"DELTA SOLUTIONS & STRATEGIES, LLC",S,IT Schedule 70,Customer,1,4/2/15,4/1/20
132-51,Senior Operations Analyst,Bachelor’s,N/A,Hour,$112.20 ,GS-35F-277CA,"DELTA SOLUTIONS & STRATEGIES, LLC",S,IT Schedule 70,Customer,1,4/2/15,4/1/20
132-51,Training and Integration Specialist,Bachelor’s,7 years,Hour,$108.04 ,GS-35F-277CA,"DELTA SOLUTIONS & STRATEGIES, LLC",S,IT Schedule 70,Customer,1,4/2/15,4/1/20
132-51,Decision Support Technographer,Bachelor’s,3 years,Hour,$106.80 ,GS-35F-277CA,"DELTA SOLUTIONS & STRATEGIES, LLC",S,IT Schedule 70,Customer,1,4/2/15,4/1/20
132-51,Engineer,Bachelor’s,5 years,Hour,$100.44 ,GS-35F-277CA,"DELTA SOLUTIONS & STRATEGIES, LLC",S,IT Schedule 70,Customer,1,4/2/15,4/1/20
132-51,Systems Analyst,Bachelor’s,10 years,Hour,$100.94 ,GS-35F-277CA,"DELTA SOLUTIONS & STRATEGIES, LLC",S,IT Schedule 70,Customer,1,4/2/15,4/1/20
132-51,Business Process Improvement Analyst,Bachelor’s,3 years,Hour,$99.66 ,GS-35F-277CA,"DELTA SOLUTIONS & STRATEGIES, LLC",S,IT Schedule 70,Customer,1,4/2/15,4/1/20
132-51,Engineer Specialist,N/A,N/A,Hour,$269.00 ,GS-35F-298CA,"FEITH SYSTEMS AND SOFTWARE, INC.",S,IT Schedule 70,Customer,1,4/22/15,4/20/20
132-51,Software Engineer,N/A,N/A,Hour,$201.75 ,GS-35F-298CA,"FEITH SYSTEMS AND SOFTWARE, INC.",S,IT Schedule 70,Customer,1,4/22/15,4/20/20
132-51,Support Technician,N/A,N/A,Hour,$156.92 ,GS-35F-298CA,"FEITH SYSTEMS AND SOFTWARE, INC.",S,IT Schedule 70,Customer,1,4/22/15,4/20/20
132-51,Senior Program Manager,Bachelors Degree in related field,9,Hour,$171.48 ,GS-35F-306CA,DYNATOUCH CORPORATION,s,IT Schedule 70,Customer,1,4/27/15,4/28/20
132-51,Project Manager,Bachelors Degree in related field,3,Hour,$88.06 ,GS-35F-306CA,DYNATOUCH CORPORATION,s,IT Schedule 70,Customer,1,4/27/15,4/28/20
132-51,Senior Project Manager,Bachelors Degree in related field,9,Hour,$115.86 ,GS-35F-306CA,DYNATOUCH CORPORATION,s,IT Schedule 70,Customer,1,4/27/15,4/28/20
132-51,Software Developer I,"Bachelors Degree in Computer Science, Information Systems, Business or equivalent field.",1,Hour,$88.06 ,GS-35F-306CA,DYNATOUCH CORPORATION,s,IT Schedule 70,Customer,1,4/27/15,4/28/20
132-51,Software Developer III,"Bachelors Degree in Computer Science, Information Systems, Business or equivalent field",5,Hour,$125.13 ,GS-35F-306CA,DYNATOUCH CORPORATION,s,IT Schedule 70,Customer,1,4/27/15,4/28/20
132-51,Technician III,HS Diploma or Equivalent,5,Hour,$78.79 ,GS-35F-306CA,DYNATOUCH CORPORATION,s,IT Schedule 70,Customer,1,4/27/15,4/28/20
132-51,Technical Manager,Bachelors Degree in Related Field,5,Hour,$134.40 ,GS-35F-306CA,DYNATOUCH CORPORATION,s,IT Schedule 70,Customer,1,4/27/15,4/28/20
132-51,Subject Matter Expert I,Bachelors Degree in related field,3,Hour,$115.86 ,GS-35F-306CA,DYNATOUCH CORPORATION,s,IT Schedule 70,Customer,1,4/27/15,4/28/20
132-51,Subject Matter Expert III,Bachelors Degree in related field,7,Hour,$152.94 ,GS-35F-306CA,DYNATOUCH CORPORATION,s,IT Schedule 70,Customer,1,4/27/15,4/28/20
132-51,Senior Project Manager,Bachelors,10,Hour,$172.80 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,4/27/15,4/28/20
132-51,Security Analyst,BS Degree,7,Hour,$69.51 ,GS-35F-317CA,"2PIXELS, LLC",s,IT Schedule 70,customer,1,5/4/15,5/5/20
132-51,Software Engineer,BS Degree,9,Hour,$86.86 ,GS-35F-317CA,"2PIXELS, LLC",s,IT Schedule 70,customer,1,5/4/15,5/5/20
